album_name,artist_name,track_name,platform,Track Played Date,No of Albums,No of Artists,No of Tracks,Milliseconds Played,Avg Listening Time (min)
Between The Buttons,The Rolling Stones,Back Street Girl,android,2016-08-19 00:00:00,1,1,1,17215,0.28691666666666665
Between The Buttons,The Rolling Stones,Ruby Tuesday,android,2015-10-08 00:00:00,1,1,1,22017,0.36695
Between The Buttons,The Rolling Stones,Ruby Tuesday,android,2020-09-19 00:00:00,1,1,1,1562,0.026033333333333332
Between The Buttons,The Rolling Stones,Ruby Tuesday,android,2021-09-14 00:00:00,1,1,1,196488,3.2748
Between The Buttons,The Rolling Stones,Ruby Tuesday,android,2024-09-06 00:00:00,1,1,1,12183,0.20305
Between The Buttons,The Rolling Stones,Ruby Tuesday,web player,2020-03-09 00:00:00,1,1,1,105378,0.87815
Between the Country,Ian Noe,Letter to Madeline,android,2020-04-04 00:00:00,1,1,1,269074,4.484566666666667
Between Two Shores,Glen Hansard,Why Woman,windows,2023-02-09 00:00:00,1,1,1,183293,3.054883333333333
Beyond,Adrián Berenguer,Sun,android,2023-07-21 00:00:00,1,1,1,1052,0.017533333333333335
Beyond,Adrián Berenguer,Sun,android,2024-02-15 00:00:00,1,1,1,314160,5.236
Beyond,Adrián Berenguer,Sun,android,2024-02-29 00:00:00,1,1,1,2064,0.0344
Beyond,Adrián Berenguer,Sun,android,2024-04-09 00:00:00,1,1,1,314160,5.236
Beyond,Adrián Berenguer,Sun,android,2024-04-12 00:00:00,1,1,1,314160,5.236
Beyond,Adrián Berenguer,Sun,android,2024-08-23 00:00:00,1,1,1,89265,1.48775
Beyond,Adrián Berenguer,Sun,mac,2023-06-28 00:00:00,1,1,1,314108,5.235133333333334
Beyond,Adrián Berenguer,Sun,mac,2023-08-08 00:00:00,1,1,1,314160,5.236
Beyond,Adrián Berenguer,Sun,mac,2023-08-09 00:00:00,1,1,1,17713,0.2952166666666667
Beyond,Adrián Berenguer,Sun,mac,2023-08-16 00:00:00,1,1,1,121075,2.017916666666667
Beyond,Adrián Berenguer,Sun,mac,2024-06-11 00:00:00,1,1,1,314160,5.236
Beyond the Sea,Bobby Darin,Clementine,iOS,2016-12-23 00:00:00,1,1,1,5944,0.09906666666666666
Beyond the Sea,Bobby Darin,I Didn't Know What Time It Was,iOS,2016-12-23 00:00:00,1,1,1,44419,0.7403166666666666
Beyond the Sea,Bobby Darin,I'll Be There,iOS,2016-12-23 00:00:00,1,1,1,83963,1.3993833333333334
Bi,Kevin Johansen,Modern Love,android,2021-08-31 00:00:00,1,1,1,257509,4.291816666666667
Bias,Tohpati,Jatuh Cinta,android,2023-03-28 00:00:00,1,1,1,198500,3.308333333333333
Bicentenario,Pepe Aguilar,Popurri de Sones Jalisciences,android,2021-09-16 00:00:00,1,1,1,0,0
Bicentenario,Pepe Aguilar,Popurri de Sones Jarochos,android,2021-09-16 00:00:00,1,1,1,750,0.0125
BICHOTA,KAROL G,BICHOTA,android,2021-03-07 00:00:00,1,1,1,178934,2.9822333333333333
Bien del puerco,Caloncho,Bien del puerco,android,2023-07-18 00:00:00,1,1,1,5072,0.08453333333333334
Bien del puerco,Caloncho,Bien del puerco,android,2023-08-13 00:00:00,1,1,1,187706,3.128433333333333
Bien del puerco,Caloncho,Bien del puerco,android,2023-09-23 00:00:00,1,1,1,187706,3.128433333333333
Bien del puerco,Caloncho,Bien del puerco,android,2024-03-21 00:00:00,1,1,1,187706,3.128433333333333
Bien Servida,Los Gfez,Bien Servida,android,2022-06-03 00:00:00,1,1,1,144822,2.4137
Bienvenidos,Technicolor Fabrics,Bienvenidos,android,2023-08-13 00:00:00,1,1,1,184203,3.07005
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2017-07-21 00:00:00,1,1,1,76867,1.2811166666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2017-07-23 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2017-08-14 00:00:00,1,1,1,20093,0.3348833333333333
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2017-08-21 00:00:00,1,1,1,8298,0.1383
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2017-09-06 00:00:00,1,1,1,1121,0.018683333333333333
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2017-12-13 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2018-01-10 00:00:00,1,1,1,208253,3.4708833333333335
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2018-02-05 00:00:00,1,1,1,3467,0.05778333333333333
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2018-07-18 00:00:00,1,1,1,2153,0.035883333333333337
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2018-08-06 00:00:00,1,1,1,2180,0.036333333333333336
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2018-10-29 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2019-01-17 00:00:00,1,1,1,966,0.0161
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2019-03-27 00:00:00,1,1,1,1851,0.03085
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2019-08-22 00:00:00,1,1,1,3574,0.059566666666666664
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2019-10-14 00:00:00,1,1,1,1405,0.023416666666666665
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2019-11-06 00:00:00,1,1,1,1148,0.009566666666666666
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2020-04-25 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2020-08-17 00:00:00,1,1,1,1014,0.0169
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2020-09-11 00:00:00,1,1,1,2718,0.0453
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2020-11-20 00:00:00,1,1,1,2303,0.019191666666666666
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2020-12-11 00:00:00,1,1,1,975,0.01625
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2021-04-14 00:00:00,1,1,1,1694,0.028233333333333333
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2021-04-17 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2021-05-19 00:00:00,1,1,1,1095,0.01825
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2021-06-16 00:00:00,1,1,1,1159,0.019316666666666666
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2021-09-22 00:00:00,1,1,1,28797,0.239975
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2021-09-23 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2021-10-30 00:00:00,1,1,1,20010,0.3335
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2021-11-12 00:00:00,1,1,1,23,0.00038333333333333334
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2022-01-15 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2022-06-27 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2022-10-02 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2022-11-12 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2023-04-06 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2023-04-22 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2023-04-23 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2023-04-24 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2023-06-12 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2023-09-06 00:00:00,1,1,1,70101,1.16835
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2023-09-07 00:00:00,1,1,1,153073,2.5512166666666665
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2023-09-24 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2023-11-15 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2024-05-20 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2024-06-01 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2024-08-02 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2024-08-04 00:00:00,1,1,1,222226,3.7037666666666667
Big Bang,Los Enanitos Verdes,Lamento Boliviano,android,2024-11-28 00:00:00,1,1,1,222226,3.7037666666666667
Big Blue Chill,Deep Divers,Glowstick,android,2015-08-28 00:00:00,1,1,1,1531,0.025516666666666667
Big Blue Chill,Deep Divers,Glowstick,android,2015-08-29 00:00:00,1,1,1,292034,4.867233333333333
Big Blue Chill,Deep Divers,The Cage (Be my baby),android,2015-08-29 00:00:00,1,1,1,223654,3.7275666666666667
Big Calm,Morcheeba,The Sea,android,2022-07-22 00:00:00,1,1,1,347280,5.788
Big Fish (Music from the Motion Picture),Dickey Betts,Ramblin' Man,android,2015-08-07 00:00:00,1,1,1,10465,0.17441666666666666
Big Swing Face,Buddy Rich Big Band,"Bugle Call Rag - Live At Chez Club, Hollywood/1966/Remix",android,2016-12-21 00:00:00,1,1,1,83123,1.3853833333333334
Big Yamo o Nada,Big Yamo,Entre la Playa Ella y Yo,android,2021-12-23 00:00:00,1,1,1,185522,1.5460166666666666
Bigger Than Both Of Us,Daryl Hall & John Oates,Crazy Eyes,android,2017-08-01 00:00:00,1,1,1,29223,0.48705
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2017-08-03 00:00:00,1,1,1,32110,0.5351666666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-01-13 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-01-21 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-02-10 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-02-12 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-02-15 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-02-29 00:00:00,1,1,1,252568,2.1047333333333333
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-03-13 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-04-04 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-04-09 00:00:00,1,1,1,443,0.007383333333333334
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-04-11 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-06-01 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-08-03 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-08-04 00:00:00,1,1,1,285572,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-11-09 00:00:00,1,1,1,142786,2.379766666666667
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,android,2024-12-01 00:00:00,1,1,1,142786,2.379766666666667
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2016-12-28 00:00:00,1,1,1,104,0.0017333333333333333
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2016-12-29 00:00:00,1,1,1,105041,0.8753416666666667
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2017-01-11 00:00:00,1,1,1,2579,0.04298333333333333
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2017-04-20 00:00:00,1,1,1,90930,1.5155
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2017-07-08 00:00:00,1,1,1,1807,0.030116666666666667
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2017-09-06 00:00:00,1,1,1,0,0
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2017-09-13 00:00:00,1,1,1,295493,4.924883333333334
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2017-10-08 00:00:00,1,1,1,116267,1.9377833333333334
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2018-05-30 00:00:00,1,1,1,295493,4.924883333333334
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2018-06-16 00:00:00,1,1,1,2996,0.049933333333333337
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2018-08-11 00:00:00,1,1,1,295493,4.924883333333334
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2018-08-25 00:00:00,1,1,1,2516,0.041933333333333336
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2018-12-14 00:00:00,1,1,1,1578,0.0263
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2019-03-27 00:00:00,1,1,1,2347,0.03911666666666667
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2019-04-06 00:00:00,1,1,1,295493,4.924883333333334
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2019-07-31 00:00:00,1,1,1,295493,4.924883333333334
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2020-05-05 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2020-10-01 00:00:00,1,1,1,70753,0.3930722222222222
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2020-10-03 00:00:00,1,1,1,17366,0.2894333333333333
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2020-10-09 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2020-11-25 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2020-12-11 00:00:00,1,1,1,392,0.006533333333333334
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2020-12-19 00:00:00,1,1,1,269387,2.2448916666666667
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2021-04-06 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2021-09-12 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2022-01-22 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2022-05-09 00:00:00,1,1,1,1650,0.0275
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2022-08-13 00:00:00,1,1,1,23,0.00038333333333333334
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2023-05-14 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2023-06-10 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2023-09-22 00:00:00,1,1,1,3107,0.051783333333333334
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2023-11-19 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2024-05-12 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,android,2024-11-08 00:00:00,1,1,1,295533,4.92555
"Bigger, Better, Faster, More !",4 Non Blondes,What's Up?,cast to device,2020-04-03 00:00:00,1,1,1,591068,4.925566666666667
Biggest Baddest Jazz Cats,Clifford Brown,Parisian Thoroughfare,android,2017-10-24 00:00:00,1,1,1,441830,7.363833333333333
Billetes Verdes,Código FN,Ando Bien Al Tiro,android,2022-06-03 00:00:00,1,1,1,147516,2.4586
Billie Holiday Love Songs,Billie Holiday,Night and Day,android,2020-10-28 00:00:00,1,1,1,178266,2.9711
Bills - EP,LunchMoney Lewis,Bills,android,2015-08-28 00:00:00,1,1,1,2647,0.044116666666666665
Bills - EP,LunchMoney Lewis,Bills,android,2015-08-29 00:00:00,1,1,1,4272,0.0712
Bills - EP,LunchMoney Lewis,Bills,iOS,2015-08-30 00:00:00,1,1,1,16809,0.28015
Bills - EP,LunchMoney Lewis,Love Me Back,android,2015-08-28 00:00:00,1,1,1,2039,0.03398333333333333
Bills - EP,LunchMoney Lewis,Love Me Back,android,2015-08-29 00:00:00,1,1,1,59535,0.99225
Billy Breathes,Phish,Waste,android,2021-03-01 00:00:00,1,1,1,290106,4.8351
Billy Breathes,Phish,Waste,android,2021-09-10 00:00:00,1,1,1,290106,4.8351
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2017-12-15 00:00:00,1,1,1,199236,1.1068666666666667
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2017-12-19 00:00:00,1,1,1,90982,1.5163666666666666
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2017-12-29 00:00:00,1,1,1,144197,2.4032833333333334
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2018-11-18 00:00:00,1,1,1,144243,2.40405
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2020-12-20 00:00:00,1,1,1,144243,2.40405
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2020-12-21 00:00:00,1,1,1,288486,2.40405
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2022-11-19 00:00:00,1,1,1,144253,2.4042166666666667
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2022-12-06 00:00:00,1,1,1,288506,2.4042166666666667
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2022-12-21 00:00:00,1,1,1,144253,2.4042166666666667
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2023-12-24 00:00:00,1,1,1,144253,2.4042166666666667
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2023-12-28 00:00:00,1,1,1,144253,2.4042166666666667
Bing Crosby - Christmas Classics,Bing Crosby,Winter Wonderland - Remastered 2006,android,2024-11-22 00:00:00,1,1,1,144253,2.4042166666666667
Bing Sings Whilst Bregman Swings / Fancy Meeting You Here,Bing Crosby,Have You Met Miss Jones?,android,2015-12-05 00:00:00,1,1,1,2728,0.04546666666666667
BINGE,mgk,RAP DEVIL,android,2018-09-25 00:00:00,1,1,1,281520,4.692
"Binge: Elizabethan Serenade, Scottish Rhapsody & Other Works",Ronald Binge,Sailing By,android,2022-07-05 00:00:00,1,1,1,157686,2.6281
"Binge: Elizabethan Serenade, Scottish Rhapsody & Other Works",Ronald Binge,Sailing By,android,2022-09-22 00:00:00,1,1,1,157626,2.6271
"Binge: Elizabethan Serenade, Scottish Rhapsody & Other Works",Ronald Binge,Sailing By,android,2023-01-20 00:00:00,1,1,1,157626,2.6271
Bird Calling,Mark Ronson,Bird Calling,android,2022-07-18 00:00:00,1,1,1,183826,3.0637666666666665
Bird of Paradise,Charlie Parker,Parker's Mood,android,2015-06-24 00:00:00,1,1,1,183457,3.0576166666666666
Birdie,"Slaughter Beach, Dog",Acolyte,android,2021-09-10 00:00:00,1,1,1,316468,5.274466666666667
Birdie,"Slaughter Beach, Dog",Acolyte,android,2022-03-17 00:00:00,1,1,1,316468,5.274466666666667
Birds in the Ceiling,John Moreland,Lion's Den,android,2023-03-14 00:00:00,1,1,1,219996,3.6666
Birdy,Birdy,People Help the People,windows,2017-03-23 00:00:00,1,1,1,256853,4.280883333333334
Birdy,Birdy,People Help the People,windows,2017-03-24 00:00:00,1,1,1,256853,4.280883333333334
Birdy,Birdy,Shelter,windows,2017-03-24 00:00:00,1,1,1,224866,3.7477666666666667
Birdy,Birdy,Skinny Love,windows,2017-03-24 00:00:00,1,1,1,603240,3.3513333333333333
Birdy,Birdy,Terrible Love,windows,2017-03-24 00:00:00,1,1,1,283880,4.731333333333334
Birdy,Birdy,White Winter Hymnal,windows,2017-03-24 00:00:00,1,1,1,137653,2.294216666666667
Bisexual Daze,Ross Victory,Bisexual Daze,android,2023-07-01 00:00:00,1,1,1,162247,2.7041166666666667
Bishop Briggs,Bishop Briggs,Dark Side,android,2021-10-10 00:00:00,1,1,1,208773,3.47955
Bishop Briggs,Bishop Briggs,The Way I Do,android,2021-09-11 00:00:00,1,1,1,243207,4.05345
Bismillah,Peter Cat Recording Co.,Memory Box,android,2024-05-05 00:00:00,1,1,1,483840,8.064
Bistro Fada,Stephane Wrembel,Bistro Fada,android,2023-03-28 00:00:00,1,1,1,182933,3.0488833333333334
Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,android,2015-08-07 00:00:00,1,1,1,1532,0.025533333333333335
Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,android,2015-08-25 00:00:00,1,1,1,1857,0.03095
Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,android,2015-08-28 00:00:00,1,1,1,2043,0.03405
Bitches Brew,Miles Davis,Pharaoh's Dance,android,2016-08-23 00:00:00,1,1,1,66892,1.1148666666666667
Bitter Pill,Gavin James,Hole In My Heart,windows,2017-03-24 00:00:00,1,1,1,182893,3.048216666666667
"Bizet, G.: Carmen [Opera]",Georges Bizet,"Carmen, WD 31, Act II: Toreador Song. Votre toast, je peux vous le rendre",android,2021-04-24 00:00:00,1,1,1,2438,0.040633333333333334
Bizet: Carmen Suites; L'Arlésienne Suites,Georges Bizet,Carmen Suite No. 2: 2. Habanera,android,2022-08-01 00:00:00,1,1,1,122000,2.033333333333333
"Bizet: Carmen, Opera Suite",London Festival Orchestra,"Carmen, Opera Suite No. 2: II. Habanera (Act 1)",android,2022-07-05 00:00:00,1,1,1,131959,2.199316666666667
"Bizet: Carmen, Opera Suite",London Festival Orchestra,"Carmen, Opera Suite No. 2: II. Habanera (Act 1)",android,2022-11-13 00:00:00,1,1,1,131893,2.1982166666666667
"Bizet: Carmen, Opera Suite",London Festival Orchestra,"Carmen, Opera Suite No. 2: II. Habanera (Act 1)",windows,2023-02-08 00:00:00,1,1,1,3391,0.056516666666666666
Black & White,The Maine,Don't Stop Now,android,2017-07-07 00:00:00,1,1,1,4374,0.0729
Black & White,The Maine,Don't Stop Now,android,2017-07-08 00:00:00,1,1,1,1653,0.02755
Black & White,The Maine,Don't Stop Now,android,2017-08-14 00:00:00,1,1,1,3917,0.06528333333333333
Black & White,The Maine,Don't Stop Now,android,2017-08-23 00:00:00,1,1,1,4240,0.07066666666666667
Black & White,The Maine,Don't Stop Now,android,2017-09-05 00:00:00,1,1,1,4663,0.07771666666666667
Black & White,The Maine,Don't Stop Now,android,2017-09-06 00:00:00,1,1,1,3471,0.05785
Black & White,The Maine,Don't Stop Now,android,2017-11-18 00:00:00,1,1,1,216520,3.6086666666666667
Black & White,The Maine,Don't Stop Now,android,2018-01-21 00:00:00,1,1,1,3111,0.05185
Black & White,The Maine,Don't Stop Now,android,2018-02-10 00:00:00,1,1,1,2207,0.036783333333333335
Black & White,The Maine,Don't Stop Now,android,2018-05-15 00:00:00,1,1,1,2511,0.04185
Black & White,The Maine,Don't Stop Now,android,2018-06-26 00:00:00,1,1,1,62166,1.0361
Black & White,The Maine,Don't Stop Now,android,2018-11-14 00:00:00,1,1,1,1248,0.0208
Black & White,The Maine,Don't Stop Now,android,2019-04-09 00:00:00,1,1,1,1828,0.030466666666666666
Black & White,The Maine,Don't Stop Now,android,2019-04-10 00:00:00,1,1,1,216520,3.6086666666666667
Black & White,The Maine,Don't Stop Now,android,2019-07-24 00:00:00,1,1,1,1887,0.03145
Black & White,The Maine,Don't Stop Now,android,2019-08-30 00:00:00,1,1,1,1614,0.0269
Black & White,The Maine,Don't Stop Now,android,2019-10-15 00:00:00,1,1,1,620,0.010333333333333333
Black & White,The Maine,Don't Stop Now,android,2019-11-11 00:00:00,1,1,1,618,0.0103
Black & White,The Maine,Don't Stop Now,android,2020-02-22 00:00:00,1,1,1,64795,1.0799166666666666
Black & White,The Maine,Don't Stop Now,android,2020-03-07 00:00:00,1,1,1,1703,0.028383333333333333
Black & White,The Maine,Don't Stop Now,android,2020-06-23 00:00:00,1,1,1,0,0
Black & White,The Maine,Don't Stop Now,android,2020-10-15 00:00:00,1,1,1,1607,0.026783333333333333
Black & White,The Maine,Don't Stop Now,android,2020-10-27 00:00:00,1,1,1,216520,3.6086666666666667
Black & White,The Maine,Don't Stop Now,android,2020-11-26 00:00:00,1,1,1,0,0
Black & White,The Maine,Don't Stop Now,android,2020-12-11 00:00:00,1,1,1,23,0.00038333333333333334
Black & White,The Maine,Don't Stop Now,android,2021-07-03 00:00:00,1,1,1,23,0.00038333333333333334
Black & White,The Maine,Don't Stop Now,android,2023-01-01 00:00:00,1,1,1,216520,3.6086666666666667
Black & White,The Maine,Don't Stop Now,android,2023-02-04 00:00:00,1,1,1,13494,0.2249
Black & White,The Maine,Don't Stop Now,android,2023-02-24 00:00:00,1,1,1,216520,3.6086666666666667
Black & White,The Maine,Don't Stop Now,android,2023-06-10 00:00:00,1,1,1,1447,0.024116666666666668
Black & White,The Maine,Don't Stop Now,android,2024-08-01 00:00:00,1,1,1,2010,0.0335
Black & White,The Maine,Don't Stop Now,android,2024-11-14 00:00:00,1,1,1,2169,0.03615
Black & White,The Maine,Don't Stop Now,cast to device,2020-04-02 00:00:00,1,1,1,432512,3.6042666666666667
Black & White,The Maine,Every Road,android,2016-12-07 00:00:00,1,1,1,217493,3.6248833333333335
Black & White,The Maine,Every Road,android,2017-03-02 00:00:00,1,1,1,3426,0.0571
Black & White,The Maine,Every Road,android,2017-04-04 00:00:00,1,1,1,971,0.016183333333333334
Black & White,The Maine,Every Road,android,2017-08-20 00:00:00,1,1,1,1965,0.03275
Black & White,The Maine,Every Road,android,2017-08-29 00:00:00,1,1,1,2705,0.045083333333333336
Black & White,The Maine,Every Road,android,2017-09-03 00:00:00,1,1,1,0,0
Black & White,The Maine,Every Road,android,2017-09-06 00:00:00,1,1,1,5231,0.08718333333333333
Black & White,The Maine,Every Road,android,2017-10-20 00:00:00,1,1,1,3254,0.054233333333333335
Black & White,The Maine,Every Road,android,2017-11-18 00:00:00,1,1,1,217493,3.6248833333333335
Black & White,The Maine,Every Road,android,2018-01-04 00:00:00,1,1,1,217493,3.6248833333333335
Black & White,The Maine,Every Road,android,2018-05-22 00:00:00,1,1,1,2267,0.037783333333333335
Black & White,The Maine,Every Road,android,2018-06-26 00:00:00,1,1,1,119318,1.9886333333333333
